subject_id,shots,repetition,final_accuracy,final_loss,final_accuracy_train,n_samples,n_support,n_query,acc_train_e1,acc_train_e2,acc_train_e3,acc_train_e4,acc_train_e5,acc_train_e6,acc_train_e7,acc_train_e8,acc_train_e9,acc_train_e10,acc_test_e1,acc_test_e2,acc_test_e3,acc_test_e4,acc_test_e5,acc_test_e6,acc_test_e7,acc_test_e8,acc_test_e9,acc_test_e10,loss_supp_e1,loss_supp_e2,loss_supp_e3,loss_supp_e4,loss_supp_e5,loss_supp_e6,loss_supp_e7,loss_supp_e8,loss_supp_e9,loss_supp_e10,loss_q_e1,loss_q_e2,loss_q_e3,loss_q_e4,loss_q_e5,loss_q_e6,loss_q_e7,loss_q_e8,loss_q_e9,loss_q_e10,epoch_time_e1,epoch_time_e2,epoch_time_e3,epoch_time_e4,epoch_time_e5,epoch_time_e6,epoch_time_e7,epoch_time_e8,epoch_time_e9,epoch_time_e10,model,experiment
36,0,0,0.9874999523162842,0.0351753793656826,,400,0,400,,,,,,,,,,,0.9874999523162842,0.9874999523162842,0.9874999523162842,0.9874999523162842,0.9874999523162842,0.9874999523162842,0.9874999523162842,0.9874999523162842,0.9874999523162842,0.9874999523162842,,,,,,,,,,,0.0351753793656826,0.0351753793656826,0.0351753793656826,0.0351753793656826,0.0351753793656826,0.0351753793656826,0.0351753793656826,0.0351753793656826,0.0351753793656826,0.0351753793656826,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,deepconvnet_alt_raw,test_subject_36_model_f52
36,0,1,0.9874999523162842,0.0351753793656826,,400,0,400,,,,,,,,,,,0.9874999523162842,0.9874999523162842,0.9874999523162842,0.9874999523162842,0.9874999523162842,0.9874999523162842,0.9874999523162842,0.9874999523162842,0.9874999523162842,0.9874999523162842,,,,,,,,,,,0.0351753793656826,0.0351753793656826,0.0351753793656826,0.0351753793656826,0.0351753793656826,0.0351753793656826,0.0351753793656826,0.0351753793656826,0.0351753793656826,0.0351753793656826,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,deepconvnet_alt_raw,test_subject_36_model_f52
36,0,2,0.9874999523162842,0.0351753793656826,,400,0,400,,,,,,,,,,,0.9874999523162842,0.9874999523162842,0.9874999523162842,0.9874999523162842,0.9874999523162842,0.9874999523162842,0.9874999523162842,0.9874999523162842,0.9874999523162842,0.9874999523162842,,,,,,,,,,,0.0351753793656826,0.0351753793656826,0.0351753793656826,0.0351753793656826,0.0351753793656826,0.0351753793656826,0.0351753793656826,0.0351753793656826,0.0351753793656826,0.0351753793656826,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,deepconvnet_alt_raw,test_subject_36_model_f52
36,1,0,0.9974874258041382,0.0207241605967283,1.0,400,2,398,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9899497628211976,0.9949748516082764,0.9949748516082764,0.9974874258041382,0.9974874258041382,0.9974874258041382,0.9974874258041382,0.9974874258041382,0.9974874258041382,0.9974874258041382,0.1187402680516243,0.0784081071615219,0.05187563970685,0.0345745235681533,0.0234810523688793,0.0163598619401454,0.011684819124639,0.0085833519697189,0.006469075102359,0.0049957823939621,0.0320403724908828,0.0297010093927383,0.0277169235050678,0.0260359812527894,0.0246527399867773,0.0235206317156553,0.0225947126746177,0.021846393123269,0.0212257355451583,0.0207241605967283,0.0047783851623535,0.0033860206604003,0.0028102397918701,0.0027291774749755,0.002723217010498,0.0026929378509521,0.0027337074279785,0.0027179718017578,0.0027105808258056,0.0027189254760742,deepconvnet_alt_raw,test_subject_36_model_f52
36,1,1,0.9974874258041382,0.0234438441693782,1.0,400,2,398,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9899497628211976,0.9949748516082764,0.9949748516082764,0.9949748516082764,0.9949748516082764,0.9974874258041382,0.9974874258041382,0.9974874258041382,0.9974874258041382,0.9974874258041382,0.0001001868149614,6.419095007004216e-05,4.28544262831565e-05,2.9861354050808583e-05,2.1695817849831656e-05,1.645073643885553e-05,1.281491495319642e-05,1.0251946150674485e-05,8.34461570775602e-06,6.854510502307676e-06,0.0326731912791729,0.0304987952113151,0.0287581589072942,0.0273746792227029,0.0262795612215995,0.0254288297146558,0.0247465837746858,0.0242128800600767,0.0237883534282445,0.0234438441693782,0.0037086009979248,0.0029973983764648,0.0027604103088378,0.0027625560760498,0.0027120113372802,0.0027263164520263,0.0027260780334472,0.0026996135711669,0.0027644634246826,0.0027110576629638,deepconvnet_alt_raw,test_subject_36_model_f52
36,1,2,0.9949748516082764,0.0257856287062168,1.0,400,2,398,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9899497628211976,0.9924622774124146,0.9949748516082764,0.9949748516082764,0.9949748516082764,0.9949748516082764,0.9974874258041382,0.9974874258041382,0.9974874258041382,0.9949748516082764,5.722019068343798e-06,3.218643314539804e-06,1.9073463590757456e-06,1.2516966307885014e-06,8.344646857949556e-07,5.960462772236497e-07,4.768370445162873e-07,3.576278118089249e-07,2.9802316703353426e-07,2.384185506798531e-07,0.0331550873816013,0.0313620492815971,0.0299290083348751,0.0288012474775314,0.0279403217136859,0.0272612664848566,0.0267396867275238,0.0263309497386217,0.026026826351881,0.0257856287062168,0.0036573410034179,0.0029273033142089,0.0027368068695068,0.0027124881744384,0.0027439594268798,0.0027484893798828,0.0027422904968261,0.0027120113372802,0.0027110576629638,0.0027554035186767,deepconvnet_alt_raw,test_subject_36_model_f52
36,2,0,0.997474730014801,0.0229532215744256,1.0,400,4,396,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.992424249649048,0.9949495196342468,0.9949495196342468,0.997474730014801,0.997474730014801,0.997474730014801,0.997474730014801,0.997474730014801,0.997474730014801,0.997474730014801,0.0024819509126245,0.0015297286445274,0.0009825326269492,0.0006631216965615,0.0004761651798617,0.0003635629836935,0.0002913232601713,0.0002433695917716,0.0002089327754219,0.0001829240063671,0.0325920656323432,0.0302323997020721,0.028349794447422,0.0268739834427833,0.0257496535778045,0.0248767677694559,0.024193774908781,0.0236815325915813,0.0232732985168695,0.0229532215744256,0.0038747787475585,0.0030920505523681,0.0028543472290039,0.0028414726257324,0.0028688907623291,0.0028843879699707,0.0028834342956542,0.00282883644104,0.0028314590454101,0.0028455257415771,deepconvnet_alt_raw,test_subject_36_model_f52
36,2,1,0.9797979593276978,0.0577741526067256,1.0,400,4,396,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.98737370967865,0.98737370967865,0.98737370967865,0.98737370967865,0.98737370967865,0.9797979593276978,0.9797979593276978,0.9797979593276978,0.9797979593276978,0.9797979593276978,0.0081409914419054,0.0053986278362572,0.003705502487719,0.0026554421056061,0.0020016350317746,0.0015753246843814,0.0012853646185249,0.0010816050926223,0.0009277971694245,0.0008073362987488,0.0380819216370582,0.0408859625458717,0.0436970181763172,0.0464153811335563,0.0489646755158901,0.0512691549956798,0.0532669797539711,0.0550542101263999,0.0565558783710002,0.0577741526067256,0.0037693977355957,0.0030887126922607,0.0029003620147705,0.0028402805328369,0.0028328895568847,0.002835988998413,0.0028448104858398,0.002875804901123,0.0028071403503417,0.0028717517852783,deepconvnet_alt_raw,test_subject_36_model_f52
36,2,2,0.997474730014801,0.0228520780801773,1.0,400,4,396,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.992424249649048,0.9949495196342468,0.9949495196342468,0.997474730014801,0.997474730014801,0.997474730014801,0.997474730014801,0.997474730014801,0.997474730014801,0.997474730014801,0.0431047976016998,0.0293047595769166,0.0201355665922164,0.014047622680664,0.0100113144144415,0.0073148380033671,0.0054841786623001,0.0042333137243986,0.0033491495996713,0.0027061318978667,0.0323105715215206,0.0299942027777433,0.0280966088175773,0.0265524163842201,0.0253575034439563,0.0244398191571235,0.0237734504044055,0.0233019292354583,0.0230108220130205,0.0228520780801773,0.0036871433258056,0.0030577182769775,0.0029253959655761,0.0028889179229736,0.0028879642486572,0.0028390884399414,0.0028302669525146,0.0028715133666992,0.0028543472290039,0.002814769744873,deepconvnet_alt_raw,test_subject_36_model_f52
36,3,0,0.9974619150161744,0.0303518660366535,1.0,400,6,394,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9873096346855164,0.989847719669342,0.992385745048523,0.992385745048523,0.992385745048523,0.992385745048523,0.992385745048523,0.992385745048523,0.9974619150161744,0.9974619150161744,0.0030626964289695,0.0023459051735699,0.0018182276980951,0.0014191899681463,0.0011202017776668,0.0008920829859562,0.0007162361871451,0.0005823684041388,0.0004784139746334,0.0003981992194894,0.0356955975294113,0.0354329496622085,0.0349420048296451,0.0342847295105457,0.0335664227604866,0.0328470915555954,0.0321168340742588,0.0314717851579189,0.0308885425329208,0.0303518660366535,0.0038042068481445,0.0033817291259765,0.0028994083404541,0.0028505325317382,0.00285005569458,0.0028131008148193,0.0028438568115234,0.0028321743011474,0.0028507709503173,0.0028328895568847,deepconvnet_alt_raw,test_subject_36_model_f52
